Temperature,Material_Youngs_Modulus,Load_Magnitude,Thickness,Max_Stress,Max_Strain,Displacement,Yield_Strength,Output_Class
124.8712332772615,125108972838.84189,37990.44102820315,0.010493734630852014,46177343.347048834,0.0003690969744155106,0.00020586643023361558,322742206.16337615,0
286.20000579477653,136280992312.50299,33958.29752690892,0.01518818867773929,64320315.788447335,0.00047196835521241153,7.571633106389736e-05,239267212.40064767,0
224.95830370719344,189636635048.30524,18439.237337783146,0.01169066883247033,33044673.53101867,0.0001742525832237076,0.0034017178514598335,368201297.95724016,0
187.62437557517023,117600614048.3849,61119.40034004731,0.0025827490791241314,323893798.1373797,0.0027541845827787834,3.76251600028769,207057748.44301918,1
63.68521932388222,191750955873.70398,48185.79189035426,0.004526024498887553,181780807.13210082,0.0009480046986145406,0.07802857655158549,326883543.26088005,2
63.67846569413674,82338820336.73682,86704.39824007636,0.005167235496587464,212170501.70950857,0.0025767979288725032,0.003025965845049979,356160839.577821,0
36.263411407095845,178751781209.2083,4178.848467723767,0.005899420819252053,7310356.633835915,4.0896692521793596e-05,0.0003144160385639542,397660357.97503567,0
262.52932081698185,188656668627.6631,64742.92482795751,0.01174266444705958,188021008.57566112,0.0009966305985543691,0.0023753472879915805,233638235.97590792,3
188.31220328809846,95454471397.22742,76531.93897264455,0.010575349816682476,94271921.51447284,0.0009876113725690915,0.005826006803760059,316258612.40485984,2
218.26032178289273,130248514532.10806,76189.1703496424,0.004860040728919969,407953663.57541203,0.003132117591059711,0.0035799649863952425,220330541.54017383,1
25.763658402824685,93169968452.91179,88721.32274245699,0.002283542025658054,730885317.5064458,0.007844644896234307,11.501879460279627,296206432.0728671,1
291.5747586053584,168924578059.1905,73174.34054011991,0.004257211885019643,759570067.6192486,0.004496504157927204,0.44512216535508536,330174940.2430401,1
253.08393942411809,144948687528.63196,92853.19610312194,0.019703244939753464,152646210.5375153,0.0010531051583848447,0.009458316207585584,355086794.3851748,2
79.45495098991732,158945268539.16495,33933.00338226825,0.009902392046037971,75177358.57976155,0.00047297638533504036,0.00019926153954443902,356287924.6992447,0
70.91099081798816,97508175373.86957,50817.732258402764,0.01747956458934014,61387986.67736017,0.0006295675869431871,6.775609999613584e-05,269627164.686195,0
71.35326275896148,99644420687.33873,2393.886665006177,0.017126296866708024,1519878.8114276,1.5253024714716643e-05,0.00012868755294603217,384924402.53199077,0
105.18782802867057,75809625571.38689,1688.80114302583,0.0107188715917946,1985682.0150956132,2.6193006496592918e-05,0.001654008560407258,174241095.75965512,0
166.9318008570266,115089454927.40216,24772.53542470047,0.014427066460750326,17561686.146463115,0.00015259161803782056,0.0013983422373196825,183322341.92232144,0
140.9446052197924,148364252586.71448,10979.91251676944,0.004662288197841534,34670931.36210755,0.0002336879049880525,0.07579884027050318,323877135.21278745,2
101.54415925545173,190110887959.62604,26760.92542563961,0.014079537393611258,48318163.40689527,0.0002541577914104353,0.007328103926394817,241764838.42590556,2
191.31881052226626,163369842644.2153,18527.28615831134,0.006175307006002501,64922421.448685296,0.00039739538459415973,0.0004964933813899569,376998453.511655,0
59.058280982571716,130955485275.96521,3823.4824590261755,0.016809179838328865,4989680.838340869,3.810211407201471e-05,3.0164909521699482e-05,288433108.7743247,0
101.80050158986108,203436816015.1793,91021.11049419889,0.0025907585290692887,761781054.815173,0.0037445584812845936,1.8482099638591287,276562821.6187967,1
122.58131612223367,170694328080.61646,1814.090007500261,0.015689634784820272,1565925.7527572964,9.17385932131109e-06,4.6347133773538086e-05,333285167.8943142,0
147.69959558077005,200223128400.75702,73872.13228937145,0.0028988012248037714,407969782.9317527,0.002037575709611229,0.11467523327433546,347682839.9418454,1
239.8492691900438,143862316258.1032,16062.640805032137,0.01774259550099187,17809268.162858274,0.00012379383723327996,0.0004261797088621586,254159496.4671304,0
75.90865900434073,106246598471.03955,91310.7325779604,0.00677988584456507,421831361.2471459,0.003970304624501722,0.10840741001928271,227145063.82240927,1
163.98564275581126,77395736091.06108,89386.79801939869,0.013433473931780921,305635651.41150504,0.003948998573408553,0.17012231715767454,344008807.1132429,2
185.8760792813719,171651879207.73907,65736.21349055647,0.010262543293785318,170781163.56759456,0.0009949274331037719,0.0006803184648455354,231130748.2900954,3
33.00611556159936,86982419720.77478,67551.18083025991,0.00795975975998444,296757491.9508782,0.0034116950632496717,0.02343694616164066,224915084.7137437,1
190.11255853240274,112388517958.07541,1528.5750549991658,0.013263394830486431,1391281.5780457812,1.2379214561444566e-05,0.00014002144890839529,302837458.23459965,0
67.74675463244162,144545927103.74564,98502.28504524661,0.019002936630473522,178743407.9413522,0.001236585571955008,0.01323721749561171,196614081.70695016,2
38.21444603587827,149018322289.16467,87905.42775400562,0.0017841252001178152,632178415.9711456,0.0042422864937670295,3.9650322340618334,435820729.4535216,1
285.6879504309333,154081647578.19904,89615.5163472791,0.018458204261778983,95472828.31282121,0.0006196249184340214,0.015468849757252412,276195804.59262794,2
290.37696926087665,93275746248.95808,66265.20916803632,0.012572551445399257,203732901.65829423,0.0021842001790531905,0.07509184265148985,349679803.3970931,2
246.35125747260912,123163236675.03082,35133.905936799114,0.016338971714611992,25292325.688399438,0.00020535613037788095,0.0016729450748490951,222337509.5116013,0
105.29185536854379,156407191796.37534,89471.2162599576,0.008293624115251273,162541498.48978445,0.0010392201063324205,0.003808683015151086,412050814.0777872,0
47.34819192178748,205774641048.72986,29860.17588696804,0.009965016521914661,77108321.4168832,0.00037472217676532375,0.004882652811344604,214503800.56390196,0
211.58524742340393,171868359277.95642,56708.442790878085,0.017508164284222118,35369798.1455729,0.00020579586780351244,0.002548298723374384,161715265.01047552,0
143.24269824708836,199164525993.1541,10873.366262044357,0.00888211142638664,51826953.13802489,0.0002602218084751013,0.020555972719780748,170280698.13949478,2
54.17070575653807,176709688163.9848,92273.60738314227,0.011158531768232616,228778592.41050252,0.0012946578922045197,0.09307887473001522,297163269.52473515,2
158.64953483115565,152840375644.93607,14936.27531935012,0.001383703538602325,134654605.19636858,0.0008810146182130898,1.2342106029072881,179959765.73573503,2
29.62878591226115,96883271679.08824,23264.78376731032,0.004013362110922803,75528518.04312168,0.0007795826537867024,0.0916425739663183,315833567.6938052,2
274.609712582059,163335991264.95184,56255.28165469328,0.013192043651521195,98844751.04076424,0.0006051620973140294,5.416931826855328e-05,213750218.5767084,0
92.45839484800473,157273139234.387,76645.20702108517,0.014622561120213665,209982136.836545,0.0013351430375126221,0.0002799350243585492,254932885.289127,3
205.50623961911495,154345683864.0173,62315.77928769359,0.01206941779890549,58244022.574130856,0.0003773608766763145,0.00036032937161698886,299433092.6415338,0
